Vineyard,Wine,quality,color
North,98,7,white
West,250,5,white
East,901,5,red
North,348,5,white
West,236,6,white
West,132,6,white
East,85,6,white
South,1539,7,white
North,1346,8,white
North,1371,6,white
East,1482,6,red
South,441,5,white
South,780,6,white
East,1480,6,white
South,115,6,white
South,336,7,red
North,763,5,white
West,1503,6,white
East,1016,5,white
South,342,5,red
North,185,6,white
West,663,6,red
South,1369,5,white
East,917,8,white
North,925,5,white
North,725,6,red
North,985,6,white
South,696,7,red
East,156,5,white
East,978,5,red
North,526,7,red
South,511,5,white
West,464,5,white
North,459,8,white
North,49,5,red
East,202,5,white
South,917,6,red
East,490,5,red
South,1541,5,red
West,993,5,white
East,59,6,white
South,588,6,white
North,1171,7,white
South,1547,6,red
North,1082,6,white
West,873,6,white
North,1490,6,white
North,1568,5,white
East,1282,5,white
South,649,6,white
North,737,4,white
West,460,6,red
West,692,7,white
West,817,6,white
North,686,6,white
West,869,6,white
North,261,7,white
South,191,6,red
South,1459,6,white
East,1219,6,white
South,972,5,red
East,1102,6,white
West,161,5,white
North,1326,6,white
East,167,7,white
East,614,6,white
West,491,5,red
South,895,5,red
South,251,7,white
West,762,6,red
South,883,6,white
East,1166,5,white
East,1502,6,red
West,885,6,white
East,1517,7,white
East,1340,5,red
West,819,6,red
West,429,6,white
North,247,6,white
East,1331,7,white
West,644,6,red
North,1485,5,white
West,969,6,white
West,1137,5,white
East,1458,5,white
South,1219,6,white
East,733,5,white
East,16,6,white
West,834,6,white
North,1143,5,white
South,54,5,white
West,1431,6,white
East,919,6,white
West,198,5,white
North,995,6,white
East,847,7,white
North,886,7,white
South,671,5,white
South,111,5,white
South,69,6,white
North,745,5,red
North,940,5,red
North,338,6,white
North,1214,6,white
West,766,6,white
North,128,6,white
South,710,5,white
North,1612,5,white
East,1029,6,white
East,1427,6,white
South,348,6,red
West,298,6,white
North,270,6,white
South,1616,6,white
North,220,6,white
West,1132,5,white
East,36,6,white
South,720,7,white
North,1388,5,red
North,1544,7,white
North,483,6,white
East,829,6,red
West,1516,7,white
South,1011,7,white
West,1560,5,white
East,405,6,white
North,670,8,white
South,379,5,red
West,975,5,white
West,1579,6,red
South,1624,5,white
South,1447,5,red
West,1079,5,red
South,1207,5,white
East,1487,8,white
East,647,7,white
South,617,5,white
East,45,6,white
North,469,7,white
North,535,5,white
East,1297,7,white
West,650,5,white
South,130,5,red
South,945,6,red
West,1465,5,white
East,52,5,white
North,330,6,red
West,1582,5,white
West,1018,7,white
South,1118,7,white
East,1118,7,red
East,538,5,white
South,1492,6,white
North,1286,6,white
South,1223,5,white
West,832,7,white
West,963,6,white
East,379,6,white
West,1567,7,red
North,646,5,white
North,1527,6,white
South,84,4,white
North,95,6,white
South,829,4,red
East,572,5,white
West,668,7,white
South,1490,6,white
South,1132,7,red
East,244,5,red
East,1343,6,red
East,1424,5,red
North,513,7,red
South,881,7,red
North,402,5,white
East,706,6,white
South,1027,6,white
East,736,7,white
East,654,6,white
North,158,5,white
West,12,8,white
East,111,7,white
North,1442,5,red
South,132,6,white
North,1341,6,white
North,1588,6,white
North,1009,6,white
South,1470,6,white
South,332,5,white
West,881,6,white
West,1301,7,white
East,1512,6,white
East,273,5,white
South,501,6,white
West,1185,5,white
North,468,7,white
West,1253,5,white
West,503,6,red
West,205,6,white
South,123,5,white
North,864,5,white
East,632,5,white
North,362,6,white
North,184,6,white
North,703,8,white
West,219,6,white
West,468,6,white
East,104,6,white
North,939,8,white
South,848,5,red
North,139,6,white
West,454,6,red
South,974,6,white
South,1606,6,white
South,1075,5,white
South,746,5,red
East,737,7,red
East,73,6,white
West,912,7,white
North,1342,7,white
West,418,5,red
West,1060,6,white
North,1227,6,white
East,259,7,white
North,1343,7,white
South,1423,6,white
West,439,6,white
South,1107,5,white
South,140,7,white
East,1526,6,white
East,1162,7,white
West,459,6,white
South,1225,4,white
East,1428,6,white
West,755,6,white
West,1203,6,red
West,753,6,white
East,519,5,white
South,1302,5,white
West,10,5,white
North,589,4,white
South,1076,6,white
East,1047,6,white
East,587,5,white
North,977,6,white
North,422,5,white
North,819,5,red
West,760,6,white
South,897,5,red
East,205,6,white
East,1336,5,white
East,580,5,white
East,472,6,red
North,1339,6,white
South,622,5,white
South,975,5,white
East,1042,5,white
East,1571,6,red
West,59,6,white
North,224,6,white
South,1530,5,white
North,1218,6,white
South,1211,5,red
East,1611,7,white
East,1126,7,white
East,652,7,white
East,86,5,white
North,495,3,red
North,1578,6,white
West,348,5,white
South,1446,6,white
North,669,7,white
North,1037,5,white
West,30,6,white
North,364,6,white
East,1129,6,white
West,695,6,red
East,265,5,white
South,286,6,red
East,781,5,red
East,1586,5,white
South,1448,5,white
East,878,6,red
South,8,6,red
North,265,6,white
East,1520,6,white
South,1613,6,white
West,1302,5,white
North,565,7,white
East,902,6,white
South,715,6,white
South,1400,7,white
West,1497,6,white
North,50,5,red
West,1112,6,white
West,1201,5,white
East,962,6,white
West,169,5,white
South,1087,5,white
East,1405,6,white
South,1460,6,white
East,1332,5,white
East,1083,6,white
North,246,5,red
East,619,6,red
South,323,6,white
West,89,5,white
West,129,6,white
West,748,5,red
North,920,4,white
South,1360,5,white
North,518,5,red
East,806,5,white
South,419,6,white
South,1313,5,white
North,1258,5,red
West,150,6,white
South,865,6,red
East,1012,6,white
South,1155,6,white
South,609,5,red
West,526,6,white
East,1128,5,white
West,175,6,white
East,570,7,red
South,764,7,white
West,803,6,white
East,112,6,white
North,439,7,white
West,848,5,red
West,1592,5,white
West,1031,6,white
North,804,6,white
East,1258,4,red
West,177,4,white
South,964,6,white
North,768,6,red
East,866,5,white
North,1383,6,red
East,479,5,white
South,1317,6,red
West,1155,7,red
North,514,6,white
South,1037,6,white
North,121,6,white
North,820,5,white
South,85,5,red
South,48,6,white
East,539,7,white
South,96,5,white
South,1397,6,white
West,917,4,white
North,594,6,red
North,1131,6,white
North,1161,5,white
West,605,5,white
West,901,6,red
East,928,6,white
West,768,7,white
East,1302,6,red
West,1488,5,white
South,937,6,white
North,434,6,white
East,721,6,red
South,1501,6,white
North,1132,7,white
North,1182,6,white
East,412,7,white
South,1461,7,red
North,945,6,white
West,1471,5,white
South,94,6,red
North,1250,4,white
North,550,6,red
West,1099,7,white
East,1134,7,white
South,313,5,white
East,541,5,white
South,953,5,white
North,1467,6,white
South,1580,6,white
East,1567,6,white
North,713,6,white
East,1132,5,white
South,587,6,white
North,1142,6,red
North,953,5,red
East,708,6,white
West,947,6,white
South,813,7,white
East,190,7,white
East,844,5,red
North,1440,5,white
East,260,5,red
North,544,7,white
West,932,6,white
North,40,6,white
North,1224,7,red
North,907,4,white
South,1295,5,white
South,70,6,white
East,1554,7,white
North,182,6,white
North,262,5,white
North,1031,6,white
East,941,6,white
North,771,5,white
West,368,7,white
East,6,5,white
East,360,6,white
East,1390,6,white
East,687,6,white
South,569,6,white
East,1580,6,red
North,1042,7,white
East,1444,6,red
North,1078,5,white
West,562,5,red
East,50,7,white
West,1038,6,white
South,269,6,white
East,471,7,white
East,1323,5,red
North,152,7,white
West,75,4,white
North,877,6,white
West,1568,6,white
West,983,5,white
South,597,5,white
East,344,6,white
East,1174,6,white
East,1002,6,white
North,129,6,white
South,357,6,white
West,108,6,white
East,1348,7,white
North,1318,6,white
North,1233,4,white
East,645,6,white
South,1536,4,white
North,801,7,white
East,504,6,white
South,1388,7,white
West,141,6,white
North,894,6,red
East,131,5,white
North,1539,6,white
North,300,6,white
West,364,5,white
South,1115,7,white
West,149,5,white
South,61,6,white
West,1,5,white
East,1478,6,red
South,1108,6,red
North,1434,5,white
East,1443,5,white
South,774,6,white
North,479,6,white
South,1323,5,white
East,842,6,red
East,1050,6,white
West,383,6,white
South,471,6,white
West,1157,6,white
West,1319,5,white
East,127,5,white
East,918,5,red
West,68,5,white
East,1575,6,white
South,108,6,white
South,884,5,white
North,536,6,white
North,375,6,white
West,1372,5,red
East,362,5,red
South,1371,8,white
East,366,7,white
South,681,6,white
North,1532,7,white
East,1329,6,white
East,1508,5,red
North,1079,8,white
East,964,5,red
North,230,5,white
East,1379,7,red
North,1094,5,white
North,707,6,red
South,1277,7,white
North,72,5,white
West,532,6,white
East,1305,6,white
North,173,7,red
South,365,5,red
West,264,6,red
East,347,6,white
West,1350,7,red
West,1126,6,white
North,93,6,white
North,1353,5,white
South,1472,6,white
East,1253,6,white
South,807,7,white
East,447,5,white
North,1449,7,white
East,862,6,white
North,629,6,white
South,659,6,white
East,81,5,red
East,191,6,white
West,251,5,red
East,1067,6,white
West,564,6,white
East,204,7,white
West,1552,7,white
West,96,6,white
East,1351,5,white
South,876,4,white
East,410,6,red
South,1112,5,red
West,279,6,white
North,501,6,white
South,1344,5,red
East,1491,5,white
West,868,5,white
West,535,5,white
West,524,5,red
East,1314,5,white
West,545,4,red
West,1251,5,white
South,1143,7,white
East,916,5,red
North,1229,7,white
South,933,7,red
East,1477,7,red
North,1322,6,red
South,1617,7,white
North,297,6,red
North,1338,6,white
North,107,6,white
East,1346,7,white
North,42,7,white
West,942,6,white
North,859,5,white
South,249,6,red
North,327,6,white
South,460,7,white
East,674,6,white
East,791,4,white
West,85,5,white
South,691,4,white
West,549,5,white
South,502,6,red
West,1001,7,white
South,771,6,white
South,120,5,white
East,675,5,red
South,682,6,white
West,170,5,white
East,1194,5,red
West,1275,5,white
South,1523,6,white
South,494,6,red
East,1070,6,white
South,424,5,white
West,1347,5,white
West,184,5,white
East,1198,6,red
East,1264,5,white
South,381,5,white
West,343,8,white
South,1383,7,red
South,1529,7,white
East,80,5,white
West,435,5,red
East,725,6,red
South,1189,6,white
East,594,6,white
South,1261,6,white
West,726,6,white
West,186,5,red
South,183,6,red
North,441,6,white
West,929,5,white
East,857,6,white
South,983,7,white
West,187,7,white
North,445,5,white
South,1220,6,red
West,1439,6,white
East,1386,5,white
West,1146,7,white
East,677,6,white
North,132,6,white
West,414,7,white
East,303,6,white
North,637,6,white
East,1364,6,white
South,1512,5,white
East,583,6,white
South,520,7,red
North,522,4,red
East,1454,6,white
North,267,7,white
West,1005,5,red
West,1205,8,white
East,712,6,white
East,121,7,white
North,508,6,red
South,493,7,white
East,96,6,white
North,35,5,white
South,258,5,white
North,765,8,white
South,1147,6,white
South,398,5,white
West,1047,5,white
West,204,6,white
North,766,6,white
West,7,5,white
East,544,5,red
East,1215,6,white
West,1448,6,white
West,1177,5,white
North,901,6,white
East,330,6,white
South,866,5,white
East,1099,5,white
East,137,7,white
West,770,5,white
North,780,5,white
West,183,7,white
West,1345,5,red
East,532,5,red
East,989,7,white
North,393,6,red
East,439,5,white
North,52,5,red
East,258,5,white
North,322,6,white
West,531,5,white
West,1120,6,white
South,445,6,red
South,523,6,white
South,579,6,red
South,654,6,white
North,1391,7,white
West,637,6,white
West,301,6,white
East,1419,4,white
East,643,8,white
West,982,4,white
South,20,6,white
South,714,5,red
South,1458,5,white
South,90,8,white
West,591,6,white
North,1081,5,red
North,722,6,red
South,1280,6,white
North,917,5,white
West,1094,5,red
South,305,5,red
East,157,5,red
South,485,6,white
West,539,5,red
North,831,5,red
South,386,5,white
East,130,6,white
West,1581,6,white
North,815,6,white
West,174,6,white
East,769,5,red
South,193,5,red
West,715,6,white
West,655,5,white
East,1523,6,red
West,118,7,white
South,1291,5,red
South,1499,8,white
South,316,6,white
West,225,6,white
West,164,6,white
South,564,8,white
North,1064,7,white
East,600,5,red
East,655,5,red
East,651,4,white
South,318,5,white
West,259,7,white
South,1161,7,red
South,387,7,white
West,1138,6,white
East,510,5,white
East,879,6,white
West,943,7,white
South,1175,6,white
East,1462,6,white
West,906,7,white
South,1204,6,white
South,1557,7,white
East,529,7,red
East,105,6,red
East,126,6,white
North,1426,5,white
South,1013,7,white
West,678,6,red
South,1154,6,white
North,829,5,white
East,951,6,white
East,689,6,white
West,270,4,white
North,1409,6,white
West,646,6,white
East,37,7,white
North,476,6,red
South,719,6,white
South,16,7,white
South,986,6,white
North,241,6,white
North,1499,6,white
South,692,6,white
North,790,6,white
East,230,6,white
West,891,5,white
West,1435,7,white
West,428,6,white
West,349,6,white
North,63,6,white
East,456,6,white
South,1100,7,white
East,7,6,white
North,289,6,red
East,1278,6,white
North,168,5,white
North,1276,5,red
West,687,5,red
South,814,8,red
North,1248,6,white
South,736,5,red
East,464,8,white
East,43,6,white
West,172,7,white
West,1213,6,white
South,1109,6,white
South,297,6,white
West,437,7,white
East,1097,7,white
West,1329,7,white
South,581,5,red
West,189,6,white
South,1150,6,white
West,1474,5,white
South,767,6,white
South,1044,5,white
South,457,5,white
South,1327,5,red
East,1082,7,red
South,169,6,white
North,1305,6,white
East,774,6,white
East,750,7,white
West,1113,5,red
East,353,6,red
West,680,6,white
North,1111,4,white
South,1519,6,white
North,892,6,white
South,669,5,white
East,940,6,white
North,830,6,white
South,1285,6,red
South,981,6,white
East,1061,7,white
West,1248,6,white
North,563,7,white
East,834,5,red
East,996,5,white
West,260,5,white
South,413,7,white
East,335,6,white
North,123,5,red
West,835,5,white
North,1103,7,white
East,1479,6,white
North,1024,7,white
South,648,5,red
North,710,6,red
West,483,5,white
East,1084,4,white
West,749,5,red
East,92,7,white
West,1029,6,white
South,1214,6,white
South,409,6,white
North,936,6,white
North,1443,7,red
West,1066,7,white
South,1596,5,white
West,388,8,white
West,1469,7,white
East,309,6,white
South,339,5,white
South,224,6,white
East,1546,6,white
South,1129,6,white
North,1594,7,red
North,286,6,white
East,20,5,white
West,136,5,white
East,695,6,white
North,1013,4,white
East,574,6,white
South,296,5,white
East,160,6,white
North,618,4,red
North,1309,5,white
North,353,7,white
North,1334,5,white
North,382,6,red
East,1220,6,white
North,620,5,white
South,1079,6,red
North,1502,5,white
South,172,6,white
East,40,5,white
West,553,6,white
East,385,7,white
East,1590,7,white
West,316,7,white
West,1344,7,white
West,1162,5,white
East,793,5,white
West,1479,5,white
North,1067,7,white
South,201,5,white
South,124,6,red
West,865,7,red
South,1090,5,white
West,1245,6,white
East,185,6,white
South,1094,6,white
East,864,5,white
North,570,7,white
South,1128,6,red
West,937,7,white
South,647,6,white
East,1380,6,white
West,1547,5,white
East,201,7,white
East,1031,6,white
West,230,6,white
North,843,5,red
West,846,5,red
East,445,6,white
South,816,5,white
East,705,5,white
North,857,6,white
East,1588,7,white
North,1418,6,red
West,1226,6,red
North,172,5,red
North,874,6,red
East,1328,7,white
North,1314,6,white
East,1228,6,red
South,257,6,white
East,1345,8,white
West,1199,6,white
South,468,5,white
East,676,6,white
West,1057,8,white
East,1607,5,white
South,545,6,white
North,1204,5,white
East,433,5,white
West,1383,6,white
North,1210,6,white
East,422,5,white
North,809,6,white
East,787,6,white
East,1063,6,white
West,237,6,red
North,839,5,white
South,1055,6,white
West,45,5,white
South,1216,6,white
North,606,6,white
West,1561,6,white
East,1033,3,red
West,1081,5,white
South,141,6,white
East,943,6,white
South,997,6,white
West,913,6,white
East,38,7,white
West,87,6,red
East,552,5,red
East,1279,5,red
South,1120,6,red
South,582,6,white
West,14,7,white
North,1445,5,red
South,1410,6,red
North,930,6,white
East,739,7,white
North,1060,6,white
South,477,5,red
East,743,5,white
South,537,6,white
North,1551,7,white
South,223,7,white
South,333,5,white
North,229,5,red
North,576,6,white
North,30,6,red
South,1599,5,red
South,923,7,white
North,730,6,white
North,1278,8,white
East,664,7,white
North,1084,6,white
North,860,5,white
South,1340,6,red
West,544,7,red
West,463,4,white
South,606,6,white
North,1183,5,white
North,767,5,white
South,1328,5,white
East,407,6,white
South,1489,5,white
East,1481,6,red
North,1110,4,white
West,554,6,red
North,1493,5,white
East,762,5,white
East,314,6,white
South,81,7,white
North,1095,5,white
East,524,7,white
South,293,5,red
North,310,6,white
West,80,6,white
South,753,7,white
South,939,6,white
East,1291,5,red
West,253,5,red
South,100,7,red
East,642,5,white
West,307,7,white
South,1483,6,white
South,1506,4,red
East,818,4,white
South,1287,5,white
North,841,6,red
East,740,6,red
North,176,6,white
South,1294,6,white
East,1456,5,white
West,444,5,white
East,528,6,white
South,475,6,white
East,579,6,white
West,1058,6,white
South,301,6,white
West,1265,6,white
East,612,6,white
North,1398,4,white
East,702,6,white
North,244,6,white
North,1025,6,white
North,381,5,red
West,306,6,red
West,1023,5,white
East,905,6,red
East,1074,7,white
South,29,4,white
East,1195,7,white
North,816,6,white
South,308,6,white
East,213,7,white
West,809,5,red
West,1289,7,white
West,1009,6,white
South,13,6,white
West,1225,8,red
West,1272,6,white
North,1102,8,white
North,1085,6,red
East,1005,5,white
East,1603,5,white
North,515,6,white
West,855,6,white
North,1208,6,white
East,854,6,white
East,4,7,white
South,552,5,white
West,638,6,white
East,1547,6,red
North,736,6,white
South,3,5,red
South,1546,6,red
East,710,8,white
East,766,6,white
East,1226,5,white
East,263,6,white
South,561,7,white
South,35,6,white
North,1222,5,white
North,336,6,white
West,1010,7,white
North,443,5,red
South,1476,6,white
East,74,6,red
South,1151,5,white
West,844,6,white
South,158,6,white
North,671,6,red
East,1064,7,white
West,223,5,white
East,415,8,white
East,47,5,white
East,1210,7,white
West,523,5,white
North,602,7,white
North,750,6,white
West,9,5,white
South,1002,6,white
South,698,6,white
South,630,6,white
East,1370,5,red
East,492,5,white
North,251,7,white
East,525,5,red
North,1109,6,white
North,5,5,white
North,683,8,white
East,462,6,white
North,1273,5,white
West,1307,6,white
West,895,6,red
North,837,6,white
North,355,6,white
South,1590,7,white
West,155,7,white
East,253,6,white
West,84,5,white
East,83,6,white
East,147,6,white
East,569,6,white
West,1296,5,white
North,1041,7,white
North,332,5,white
North,8,6,white
North,188,6,white
North,1117,6,white
South,1416,6,white
East,560,6,white
West,872,7,white
North,1377,6,white
South,1430,6,white
South,766,6,white
North,1549,5,red
South,689,7,white
North,1350,5,white
East,425,6,red
West,1499,6,red
South,868,4,white
North,946,6,white
East,906,6,white
South,638,6,red
North,1376,6,white
North,1477,5,white
West,181,5,white
South,1063,4,white
West,256,5,red
North,1358,6,white
East,88,5,red
West,1167,6,white
North,12,7,white
West,1437,6,white
North,1513,6,white
East,1173,6,white
North,573,6,white
South,1626,6,white
East,1201,6,red
East,75,6,white
South,238,7,white
North,756,6,white
South,1104,6,white
South,361,5,white
West,706,6,red
East,604,6,white
West,163,6,white
West,1456,6,white
West,1353,5,red
South,1466,5,white
West,22,6,red
East,802,5,red
East,1474,6,white
South,1171,5,white
West,1477,5,red
West,849,6,white
East,628,7,white
West,815,5,white
South,481,6,white
North,569,5,red
West,502,6,white
North,361,5,white
North,524,5,white
South,490,6,white
North,1100,5,white
South,558,6,white
East,1573,6,red
South,566,7,white
North,585,6,white
West,126,5,white
West,1215,7,red
North,440,6,red
West,540,6,white
West,1033,7,white
South,228,6,red
East,889,7,red
East,1501,6,white
South,499,7,white
East,1211,6,white
North,762,5,red
North,235,6,red
North,520,5,white
West,515,6,white
North,1297,5,white
North,19,6,white
East,9,5,white
South,407,7,red
West,1093,5,white
North,1315,6,white
East,103,6,white
North,1534,6,red
South,1144,6,white
West,955,6,white
West,863,7,white
West,382,6,white
East,979,7,white
South,142,6,red
East,1310,6,red
South,195,5,white
East,51,6,white
North,1393,6,white
North,581,7,white
South,1015,6,white
East,870,5,white
West,1442,5,red
East,1251,7,red
North,233,6,white
West,1325,5,white
South,1324,5,white
South,1605,3,white
South,1082,6,red
North,339,5,white
South,294,6,white
North,787,6,white
South,1373,6,white
North,418,7,white
East,789,8,red
North,1609,6,white
South,1482,8,white
South,624,5,white
South,1348,4,white
West,1176,6,white
South,277,6,red
South,1471,4,white
North,1147,6,white
South,1038,5,white
South,990,6,white
South,384,5,white
West,107,4,white
West,33,5,red
North,1263,6,white
South,369,7,white
North,502,6,white
North,1436,5,white
South,1598,6,white
South,1474,6,white
South,15,6,white
North,81,5,white
East,98,6,white
South,283,6,red
East,1619,6,white
South,1028,6,white
West,1542,7,white
South,484,6,white
West,805,5,white
South,1124,6,red
West,1365,6,red
East,321,5,white
South,147,6,white
West,261,7,white
North,739,6,white
East,493,6,white
North,1243,6,white
North,1459,5,red
North,634,5,white
West,180,6,red
East,1131,6,white
North,243,4,white
West,707,6,white
South,1206,8,white
North,1268,6,red
East,235,5,white
South,1485,6,white
West,518,6,white
North,90,6,white
South,317,6,white
North,949,6,white
South,908,7,white
West,91,6,red
East,1366,5,red
North,1354,5,red
West,1523,6,red
North,984,6,white
South,1514,7,red
West,1184,6,red
North,269,4,white
West,1068,5,white
East,1182,6,white
South,1428,5,white
West,1141,5,red
East,274,7,red
East,718,5,red
West,888,6,white
North,628,6,white
West,1412,6,red
East,1553,6,red
West,445,5,white
South,951,6,red
West,1121,6,white
North,647,7,white
North,833,6,white
West,1207,6,red
South,1552,8,white
South,1085,5,red
South,1001,6,red
South,420,5,red
East,448,7,red
East,1344,6,white
West,1414,7,white
South,801,5,white
West,570,5,white
South,1473,5,red
South,657,7,white
South,394,6,white
East,215,4,white
West,217,6,white
South,739,6,white
West,1318,5,red
East,897,6,white
South,1267,6,red
West,1463,6,white
East,348,6,white
South,1540,6,red
North,982,5,red
North,1536,6,white
North,974,6,white
North,1329,5,white
West,1413,6,white
North,610,7,white
South,812,5,white
North,162,6,white
West,501,4,white
East,432,6,white
West,327,6,white
West,83,6,white
East,1237,7,red
West,344,6,red
East,1549,7,white
East,228,5,white
East,1110,5,red
South,439,6,red
North,156,6,white
West,1613,6,red
North,684,5,white
South,194,5,red
North,903,5,red
East,893,6,white
West,321,5,white
North,1034,6,white
North,67,6,white
North,1077,6,white
West,487,6,white
North,1473,7,red
North,1220,6,white
North,1431,5,white
East,900,6,white
East,125,5,red
East,1515,5,red
East,459,5,red
West,664,5,white
North,1033,6,red
East,1425,5,white
East,1555,6,red
West,1603,5,white
South,22,5,white
West,581,5,white
South,1061,5,red
East,1304,6,red
South,1597,6,white
East,78,5,white
East,1232,4,white
North,934,6,white
South,1451,5,white
South,190,5,white
East,1054,5,white
South,790,5,white
West,144,6,white
North,976,6,white
North,1293,6,white
South,730,5,white
South,769,7,white
North,1179,7,white
East,389,6,white
South,145,6,white
North,1414,5,white
North,821,5,white
South,875,4,white
West,907,6,white
South,832,6,white
West,659,6,white
East,1202,7,white
East,1353,7,white
East,397,7,white
East,1451,6,white
North,663,6,white
West,973,5,white
East,323,8,red
South,1522,4,white
South,44,5,white
South,1138,5,white
South,776,4,white
North,1148,6,white
South,300,4,red
South,1336,7,white
East,140,6,white
South,1272,7,white
East,536,7,red
South,4,5,red
South,221,7,white
West,411,5,red
North,724,5,white
North,71,7,red
North,1091,5,red
East,49,7,white
North,417,7,white
South,86,5,white
North,207,7,red
North,601,6,white
South,393,7,red
East,46,5,white
North,1451,5,white
East,115,5,white
East,512,5,red
South,1585,5,white
East,310,7,white
South,1194,8,white
North,25,5,white
North,205,5,white
North,298,7,red
East,17,5,red
East,474,7,white
North,1586,5,red
North,1450,7,red
West,617,6,white
East,568,5,red
South,560,5,white
North,623,6,white
West,1130,6,white
South,1494,4,white
South,7,6,white
West,1142,5,red
West,1580,6,white
East,473,5,white
West,1147,7,white
North,109,6,white
North,897,6,white
North,999,6,white
North,1491,5,white
South,260,6,white
West,1460,6,red
East,999,6,white
West,1214,5,red
South,1202,5,white
North,1255,6,white
East,1026,7,red
West,1014,7,white
East,1378,8,white
East,638,6,white
South,1372,5,red
West,894,7,white
West,1231,6,red
West,212,7,white
South,733,6,white
West,1402,6,white
North,719,6,white
West,1124,6,red
South,1392,6,white
East,798,8,white
East,1333,5,white
West,1055,6,white
South,1570,5,white
West,769,5,white
West,71,6,white
East,1421,6,red
South,1374,7,white
East,394,6,white
North,560,7,white
South,765,6,red
South,1031,6,white
East,853,6,red
South,136,7,white
West,234,6,white
West,1602,6,red
North,943,6,red
East,1073,6,white
North,531,8,white
South,661,8,red
East,480,6,white
North,456,6,white
West,50,6,white
West,1565,4,white
West,1531,6,red
South,1316,6,white
East,871,8,white
South,1142,5,white
North,1174,6,white
West,1533,5,red
West,1338,3,red
North,180,7,white
East,605,6,red
West,904,5,white
East,644,5,red
South,510,6,white
South,1045,5,white
West,1578,6,white
East,1106,7,white
West,1111,6,white
South,1246,6,white
West,724,6,white
South,310,5,white
East,304,7,red
South,1463,5,red
East,1398,6,white
West,1555,8,white
East,376,6,white
South,311,5,white
South,593,5,red
North,1559,5,white
East,1197,5,white
South,1380,6,red
South,1096,4,white
West,1032,5,white
North,413,6,red
South,1488,6,white
East,1112,6,red
North,672,6,white
West,1110,7,white
East,792,6,white
North,1266,5,white
South,207,7,white
East,1559,6,white
West,1236,5,white
East,1521,5,white
South,742,6,white
West,1594,5,white
West,1234,6,white
South,1545,5,white
North,751,4,white
South,164,6,white
East,1468,6,white
West,207,6,white
South,173,7,white
South,1441,4,white
West,966,5,red
West,1454,7,white
South,104,5,red
North,1413,7,white
South,43,6,white
East,223,6,white
North,1504,5,white
North,442,5,red
North,494,7,red
East,1388,6,red
South,1390,5,white
South,41,5,white
West,1351,6,white
North,840,5,white
East,250,8,white
West,426,5,white
East,1352,6,white
East,711,7,white
South,1480,6,white
East,12,5,red
East,672,5,red
West,188,5,white
North,720,7,white
North,408,6,white
South,376,5,white
South,443,5,white
East,1354,7,white
North,1429,6,white
East,987,6,white
North,715,5,white
South,1233,5,white
South,798,6,white
East,657,6,white
South,892,6,white
West,1422,6,red
South,839,7,white
West,1346,6,white
East,1148,5,red
North,159,7,white
South,785,5,white
South,604,8,white
North,89,6,white
East,1587,7,white
West,826,5,white
East,1150,5,white
West,938,5,white
South,820,6,white
East,679,6,red
South,36,6,red
South,635,7,white
South,614,5,white
South,478,5,red
North,470,6,white
North,1275,6,red
West,812,6,white
East,319,6,white
North,354,5,white
East,124,6,red
North,527,8,white
North,546,6,white
North,612,5,white
West,684,6,white
North,807,6,white
North,1370,7,white
West,606,7,white
East,704,6,red
North,889,6,white
South,1190,7,red
East,1503,7,white
East,1045,5,white
East,171,6,red
East,1115,7,white
North,1589,6,red
West,831,4,white
East,1144,6,white
South,982,7,white
South,551,5,red
West,469,6,white
West,1269,6,white
West,765,5,white
East,332,6,white
North,1494,6,white
East,1025,5,white
West,667,8,white
South,1592,7,white
West,1287,6,white
South,826,5,white
North,1140,6,white
South,309,6,red
East,1090,5,red
East,775,6,white
East,1160,7,white
North,240,5,white
West,573,6,white
South,1367,6,white
West,231,8,white
East,155,5,white
West,622,5,red
East,198,5,white
West,1294,5,white
West,798,8,white
South,631,5,red
South,405,5,red
North,1205,5,red
East,761,5,white
South,33,5,white
North,969,6,red
East,1436,7,white
East,1368,5,red
South,341,6,white
South,492,6,white
East,1450,5,white
North,712,5,white
West,203,7,white
East,1441,5,white
North,481,7,white
East,211,6,white
South,772,7,white
North,990,6,white
North,1247,7,white
North,846,6,white
West,430,5,red
South,127,5,white
South,589,5,white
North,96,5,white
North,204,5,red
East,207,6,red
South,928,6,white
East,1184,6,white
West,320,6,white
West,999,5,white
South,411,5,white
North,489,6,white
North,603,7,white
West,833,7,white
North,1605,7,white
South,461,6,red
East,134,5,white
North,65,6,white
East,656,5,white
West,1107,5,white
East,715,6,white
North,753,5,white
West,1473,6,white
South,1297,6,red
West,371,5,red
East,1355,8,white
West,1598,7,white
West,996,7,white
North,867,5,white
North,412,6,white
West,618,7,white
North,1168,5,white
South,60,6,red
North,1239,5,white
North,1432,7,red
North,46,5,white
East,1147,5,red
West,1070,6,white
West,1030,6,white
West,1513,6,white
West,642,6,white
West,921,6,white
West,484,6,white
North,478,7,white
North,1357,7,red
North,1529,7,red
East,744,5,white
East,1342,6,white
West,410,6,white
East,763,5,white
West,1348,6,white
East,680,6,white
North,1447,6,white
South,800,6,white
South,830,4,red
East,120,7,white
West,1550,5,white
East,1111,6,white
East,1574,6,white
South,371,7,white
North,1382,5,red
South,610,5,white
North,1515,6,white
South,529,7,white
West,645,5,white
South,845,5,red
North,1533,7,white
